# net         layer  x1       y1       x2       y2       width

VDD          M1    144.000  40.000   63.000   40.000   0.050
VDD          M1    63.000   40.000   63.000   35.000   0.050
VDD          M2    84.000   32.000   84.000   40.000   0.050
VDD          M1    144.000  49.000   144.000  40.000   0.050
VDD          M1    61.000   49.000   84.000   49.000   0.050
VDD          M1    84.000   49.000   84.000   40.000   0.050
VDD          M1    30.000   49.000   30.000   24.000   0.050
VDD          M1    49.000   3.000    49.000   24.000   0.050
VDD          M1    49.000   24.000   30.000   24.000   0.050
VDD          M1    6.000    35.000   63.000   35.000   0.050
VDD          M1    6.000    3.000    6.000    35.000   0.050
GND          M2    22.000   24.000   33.000   24.000   0.050
8            M1    144.000  55.000   132.000  55.000   1.000
8            M2    132.000  55.000   132.000  8.000    1.000
8            M2    132.000  8.000    39.000   8.000    1.000
9            M1    84.000   39.000   64.000   39.000   1.000
9            M2    64.000   39.000   16.000   39.000   1.000
9            M2    16.000   39.000   16.000   8.000    1.000
12           M1    121.000  49.000   92.000   49.000   1.000
12           M2    92.000   49.000   92.000   32.000   1.000
12           M1    92.000   32.000   71.000   32.000   1.000
12           M1    18.000   15.000   39.000   15.000   1.000
12           M1    32.000   8.000    23.000   8.000    1.000
12           M1    23.000   8.000    23.000   15.000   1.000
12           M1    71.000   32.000   71.000   19.000   1.000
12           M2    71.000   19.000   39.000   19.000   1.000
12           M1    39.000   19.000   39.000   15.000   1.000
12           M2    6.000    3.000    18.000   3.000    1.000
12           M2    18.000   3.000    18.000   15.000   1.000
12           M1    22.000   24.000   19.000   24.000   1.000
12           M1    19.000   24.000   19.000   15.000   1.000
