# net         layer  x1       y1       x2       y2       width

VDD          M1    144.000  41.000   30.000   41.000   0.050
VDD          M1    63.000   41.000   63.000   35.000   0.050
VDD          M2    84.000   32.000   84.000   41.000   0.050
VDD          M1    144.000  49.000   144.000  41.000   0.050
VDD          M1    61.000   49.000   61.000   41.000   0.050
VDD          M1    30.000   49.000   30.000   41.000   0.050
VDD          M1    6.000    3.000    6.000    35.000   0.050
VDD          M1    6.000    35.000   63.000   35.000   0.050
VDD          M1    49.000   3.000    49.000   41.000   0.050
GND          M1    22.000   24.000   33.000   24.000   0.050
8            M1    144.000  55.000   132.000  55.000   1.000
8            M2    132.000  55.000   132.000  8.000    1.000
8            M2    132.000  8.000    39.000   8.000    1.000
12           M2    121.000  17.000   121.000  53.000   1.000
12           M1    19.000   15.000   36.000   15.000   1.000
12           M1    32.000   8.000    23.000   8.000    1.000
12           M1    23.000   8.000    23.000   15.000   1.000
12           M2    121.000  17.000   36.000   17.000   1.000
12           M1    36.000   17.000   36.000   15.000   1.000
12           M2    6.000    3.000    6.000    14.000   1.000
12           M2    6.000    14.000   19.000   14.000   1.000
12           M1    19.000   14.000   19.000   24.000   1.000
12           M2    22.000   24.000   19.000   24.000   1.000
LOI-         M1    110.000  39.000   76.000   39.000   0.050
LOI-         M1    121.000  58.000   110.000  58.000   0.050
LOI-         M2    110.000  58.000   110.000  39.000   0.050
LOI-         M2    33.000   24.000   33.000   25.000   0.050
LOI-         M1    67.000   32.000   67.000   25.000   0.050
LOI-         M2    67.000   25.000   38.000   25.000   0.050
LOI-         M1    38.000   25.000   33.000   25.000   0.050
LOI-         M2    49.000   3.000    34.000   3.000    0.050
LOI-         M2    34.000   3.000    34.000   25.000   0.050
LOI-         M1    33.000   25.000   33.000   27.000   0.050
LOI-         M2    33.000   27.000   76.000   27.000   0.050
LOI-         M1    76.000   27.000   76.000   39.000   0.050
