# net         layer  x1       y1       x2       y2       width

VDD          M1    84.000   42.000   63.000   42.000   0.050
VDD          M1    63.000   42.000   63.000   24.000   0.050
VDD          M2    84.000   32.000   84.000   42.000   0.050
VDD          M1    144.000  49.000   61.000   49.000   0.050
VDD          M1    84.000   49.000   84.000   42.000   0.050
VDD          M2    6.000    3.000    4.000    3.000    0.050
VDD          M1    30.000   49.000   30.000   24.000   0.050
VDD          M1    49.000   3.000    49.000   24.000   0.050
VDD          M1    63.000   24.000   30.000   24.000   0.050
VDD          M1    4.000    3.000    4.000    39.000   0.050
VDD          M1    4.000    39.000   63.000   39.000   0.050
GND          M2    22.000   24.000   33.000   24.000   0.050
8            M1    144.000  55.000   132.000  55.000   1.000
8            M2    132.000  55.000   39.000   55.000   1.000
8            M2    39.000   55.000   39.000   8.000    1.000
LOI+         M1    111.000  58.000   10.000   58.000   0.050
LOI+         M2    91.000   49.000   91.000   54.000   0.050
LOI+         M2    91.000   54.000   80.000   54.000   0.050
LOI+         M1    80.000   54.000   80.000   58.000   0.050
LOI+         M2    25.000   58.000   25.000   29.000   0.050
LOI+         M1    25.000   36.000   25.000   24.000   0.050
LOI+         M1    6.000    3.000    10.000   3.000    0.050
LOI+         M2    10.000   3.000    10.000   58.000   0.050
LOI+         M1    22.000   24.000   22.000   32.000   0.050
LOI+         M2    22.000   32.000   22.000   58.000   0.050
9            M1    84.000   39.000   64.000   39.000   1.000
9            M2    64.000   39.000   64.000   7.000    1.000
9            M2    64.000   7.000    16.000   7.000    1.000
9            M2    16.000   7.000    16.000   8.000    1.000
