# net         layer  x1       y1       x2       y2       width

VDD          M1    15.348   0.822    23.570   0.822    0.050
VDD          M1    37.410   0.822    41.932   0.822    0.050
VDD          M1    41.932   0.822    41.932   7.674    0.050
VDD          M1    15.348   0.822    15.348   4.796    0.050
VDD          M1    18.088   14.526   18.088   7.126    0.050
VDD          M1    18.088   7.126    16.581   7.126    0.050
GND          M1    8.770    14.663   1.096    14.663   0.050
8            M1    37.410   7.400    20.829   7.400    0.050
8            M1    20.829   7.400    20.829   7.948    0.050
8            M1    8.907    14.663   11.648   14.663   0.050
8            M1    6.167    0.822    6.167    0.685    0.050
8            M1    6.167    0.685    11.648   0.685    0.050
8            M1    11.648   0.685    11.648   14.663   0.050
