# net         layer  x1       y1       x2       y2       width

VDD          M2    6.000    3.000    5.000    3.000    0.050
VDD          M1    118.000  27.000   25.000   27.000   0.050
VDD          M1    25.000   28.000   25.000   19.000   0.050
VDD          M1    58.000   28.000   25.000   28.000   0.050
VDD          M1    5.000    3.000    5.000    19.000   0.050
VDD          M1    5.000    19.000   25.000   19.000   0.050
VDD          M1    47.000   44.000   58.000   44.000   0.050
VDD          M1    58.000   44.000   58.000   3.000    0.050
GND          M1    26.000   19.000   37.000   19.000   0.050
16           M2    47.000   3.000    59.000   3.000    1.000
16           M1    38.000   18.000   38.000   19.000   1.000
16           M1    38.000   19.000   47.000   19.000   1.000
16           M2    47.000   3.000    47.000   19.000   1.000
16           M1    7.000    27.000   23.000   27.000   1.000
16           M2    23.000   27.000   23.000   18.000   1.000
16           M1    21.000   18.000   38.000   18.000   1.000
16           M1    21.000   9.000    21.000   18.000   1.000
16           M2    37.000   19.000   37.000   18.000   1.000
LOI+         M1    6.000    3.000    6.000    17.000   0.050
LOI+         M2    6.000    17.000   27.000   17.000   0.050
LOI+         M2    27.000   17.000   27.000   34.000   0.050
LOI+         M1    105.000  37.000   74.000   37.000   0.050
LOI+         M2    74.000   37.000   54.000   37.000   0.050
LOI+         M1    54.000   37.000   54.000   34.000   0.050
LOI+         M2    27.000   34.000   54.000   34.000   0.050
LOI+         M2    94.000   27.000   94.000   37.000   0.050
8            M1    118.000  34.000   105.000  34.000   1.000
8            M2    105.000  34.000   105.000  20.000   1.000
8            M2    105.000  20.000   42.000   20.000   1.000
8            M2    42.000   20.000   42.000   3.000    1.000
9            M2    71.000   34.000   71.000   22.000   1.000
9            M2    71.000   22.000   28.000   22.000   1.000
9            M2    28.000   22.000   28.000   3.000    1.000
9            M2    28.000   3.000    21.000   3.000    1.000
