# net         layer  x1       y1       x2       y2       width

GND          M1    156.000  17.000   167.000  17.000   0.050
VDD          M1    143.000  3.000    75.000   3.000    0.050
VDD          M1    65.000   6.000    65.000   11.000   0.050
VDD          M1    132.000  11.000   62.000   11.000   0.050
VDD          M1    76.000   17.000   62.000   17.000   0.050
VDD          M1    62.000   17.000   62.000   11.000   0.050
VDD          M1    143.000  17.000   143.000  3.000    0.050
VDD          M2    16.000   17.000   16.000   22.000   0.050
VDD          M1    132.000  3.000    132.000  22.000   0.050
VDD          M2    16.000   22.000   132.000  22.000   0.050
12           M2    156.000  17.000   30.000   17.000   1.000
12           M1    77.000   7.000    77.000   5.000    1.000
12           M2    76.000   3.000    76.000   7.000    1.000
12           M1    76.000   7.000    87.000   7.000    1.000
12           M2    119.000  17.000   119.000  5.000    1.000
12           M1    119.000  5.000    77.000   5.000    1.000
12           M1    153.000  17.000   153.000  7.000    1.000
12           M2    153.000  7.000    77.000   7.000    1.000
12           M1    106.000  17.000   87.000   17.000   1.000
12           M2    87.000   17.000   87.000   7.000    1.000
12           M1    30.000   9.000    30.000   17.000   1.000
9            M1    143.000  24.000   126.000  24.000   1.000
9            M2    126.000  24.000   9.000    24.000   1.000
9            M2    9.000    24.000   9.000    3.000    1.000
16           M2    87.000   3.000    87.000   2.000    1.000
16           M1    87.000   2.000    74.000   2.000    1.000
16           M1    74.000   2.000    74.000   9.000    1.000
16           M1    74.000   9.000    121.000  9.000    1.000
16           M1    88.000   10.000   88.000   7.000    1.000
16           M1    42.000   6.000    42.000   10.000   1.000
16           M1    5.000    10.000   19.000   10.000   1.000
16           M1    32.000   10.000   45.000   10.000   1.000
16           M1    66.000   10.000   88.000   10.000   1.000
16           M1    9.000    9.000    9.000    10.000   1.000
16           M2    66.000   10.000   14.000   10.000   1.000
16           M2    167.000  17.000   167.000  9.000    1.000
16           M2    167.000  9.000    121.000  9.000    1.000
8            M1    59.000   6.000    59.000   3.000    1.000
8            M2    59.000   3.000    30.000   3.000    1.000
