# net         layer  x1       y1       x2       y2       width

GND          M1    125.000  17.000   136.000  17.000   0.050
VDD          M1    118.000  3.000    82.000   3.000    0.050
VDD          M1    82.000   3.000    82.000   17.000   0.050
VDD          M1    16.000   17.000   82.000   17.000   0.050
VDD          M1    65.000   6.000    65.000   17.000   0.050
LOI-         M2    136.000  17.000   137.000  17.000   0.050
LOI-         M1    137.000  27.000   137.000  3.000    0.050
LOI-         M1    106.000  27.000   137.000  27.000   0.050
LOI-         M1    76.000   3.000    76.000   2.000    0.050
LOI-         M1    76.000   2.000    19.000   2.000    0.050
LOI-         M1    19.000   2.000    19.000   9.000    0.050
LOI-         M2    137.000  3.000    19.000   3.000    0.050
LOI-         M2    118.000  3.000    118.000  15.000   0.050
LOI-         M1    118.000  15.000   137.000  15.000   0.050
9            M1    93.000   9.000    83.000   9.000    1.000
9            M2    83.000   9.000    9.000    9.000    1.000
9            M2    9.000    9.000    9.000    3.000    1.000
