# net         layer  x1       y1       x2       y2       width

VDD          M1    58.000   33.000   30.000   33.000   0.050
VDD          M1    32.000   33.000   32.000   27.000   0.050
VDD          M2    54.000   27.000   54.000   33.000   0.050
VDD          M1    32.000   27.000   5.000    27.000   0.050
VDD          M1    71.000   27.000   58.000   27.000   0.050
VDD          M1    58.000   27.000   58.000   33.000   0.050
VDD          M1    30.000   58.000   30.000   33.000   0.050
VDD          M1    14.000   43.000   14.000   19.000   0.050
VDD          M2    14.000   19.000   57.000   19.000   0.050
VDD          M1    57.000   3.000    57.000   19.000   0.050
VDD          M1    31.000   19.000   31.000   30.000   0.050
VDD          M1    31.000   30.000   32.000   30.000   0.050
VDD          M1    5.000    3.000    5.000    27.000   0.050
GND          M1    26.000   19.000   26.000   18.000   0.050
GND          M1    26.000   18.000   36.000   18.000   0.050
GND          M1    36.000   18.000   36.000   19.000   0.050
8            M1    71.000   33.000   59.000   33.000   1.000
8            M2    59.000   33.000   59.000   3.000    1.000
8            M2    59.000   3.000    41.000   3.000    1.000
