# net         layer  x1       y1       x2       y2       width

VDD          M1    83.000   35.000   64.000   35.000   0.050
VDD          M1    64.000   35.000   64.000   34.000   0.050
VDD          M1    84.000   27.000   83.000   27.000   0.050
VDD          M2    83.000   27.000   83.000   35.000   0.050
VDD          M1    144.000  44.000   61.000   44.000   0.050
VDD          M1    83.000   44.000   83.000   35.000   0.050
VDD          M2    6.000    3.000    4.000    3.000    0.050
VDD          M1    30.000   44.000   30.000   19.000   0.050
VDD          M1    30.000   19.000   58.000   19.000   0.050
VDD          M1    58.000   3.000    58.000   19.000   0.050
VDD          M1    34.000   19.000   34.000   34.000   0.050
VDD          M1    4.000    34.000   64.000   34.000   0.050
VDD          M1    4.000    3.000    4.000    34.000   0.050
GND          M2    26.000   19.000   37.000   19.000   0.050
8            M1    144.000  51.000   136.000  51.000   1.000
8            M2    136.000  51.000   42.000   51.000   1.000
8            M2    42.000   51.000   42.000   3.000    1.000
9            M1    84.000   34.000   72.000   34.000   1.000
9            M1    72.000   34.000   72.000   1.000    1.000
9            M1    72.000   1.000    21.000   1.000    1.000
9            M1    21.000   1.000    21.000   3.000    1.000
