# net         layer  x1       y1       x2       y2       width

VDD          M2    6.000    3.000    5.000    3.000    0.050
VDD          M1    47.000   44.000   47.000   28.000   0.050
VDD          M1    5.000    28.000   67.000   28.000   0.050
VDD          M1    75.000   28.000   88.000   28.000   0.050
VDD          M1    58.000   3.000    58.000   28.000   0.050
VDD          M1    75.000   34.000   50.000   34.000   0.050
VDD          M1    50.000   34.000   50.000   28.000   0.050
VDD          M1    48.000   28.000   48.000   31.000   0.050
VDD          M1    48.000   31.000   50.000   31.000   0.050
VDD          M1    5.000    3.000    5.000    28.000   0.050
VDD          M1    75.000   28.000   75.000   34.000   0.050
VDD          M2    71.000   28.000   71.000   34.000   0.050
VDD          M1    67.000   28.000   67.000   34.000   0.050
GND          M2    26.000   19.000   29.000   19.000   0.050
GND          M1    29.000   19.000   37.000   19.000   0.050
16           M2    47.000   3.000    59.000   3.000    1.000
16           M1    21.000   18.000   39.000   18.000   1.000
16           M1    39.000   18.000   39.000   19.000   1.000
16           M2    47.000   3.000    47.000   19.000   1.000
16           M1    47.000   19.000   39.000   19.000   1.000
16           M2    37.000   28.000   37.000   18.000   1.000
16           M1    21.000   9.000    21.000   18.000   1.000
8            M1    88.000   34.000   88.000   35.000   1.000
8            M2    88.000   35.000   42.000   35.000   1.000
8            M2    42.000   35.000   42.000   3.000    1.000
