# module       x           y           angle  orient

XC5            34.230     25.260     0      R0
XC6            49.330     25.260     0      R0
XR7            77.560     33.190     0      R0
XR8            70.035     33.190     180    MY
XR9            62.510     33.190     0      R0
XR10           54.985     33.190     180    MY
XR25           71.190     4.180      0      R0
XR26           50.450     4.180      180    MY
