# net         layer  x1       y1       x2       y2       width

GND          M1    125.000  17.000   136.000  17.000   0.050
VDD          M1    125.000  3.000    93.000   3.000    0.050
VDD          M1    65.000   6.000    65.000   19.000   0.050
VDD          M1    76.000   17.000   65.000   17.000   0.050
VDD          M2    65.000   19.000   125.000  19.000   0.050
VDD          M2    125.000  3.000    125.000  19.000   0.050
VDD          M2    16.000   17.000   125.000  17.000   0.050
16           M2    118.000  3.000    118.000  5.000    1.000
16           M1    118.000  5.000    118.000  10.000   1.000
16           M1    42.000   6.000    42.000   11.000   1.000
16           M1    14.000   11.000   45.000   11.000   1.000
16           M1    9.000    9.000    9.000    12.000   1.000
16           M1    9.000    12.000   14.000   12.000   1.000
16           M1    14.000   10.000   14.000   12.000   1.000
16           M2    118.000  10.000   14.000   10.000   1.000
16           M2    136.000  17.000   136.000  6.000    1.000
16           M1    136.000  6.000    118.000  6.000    1.000
9            M1    93.000   9.000    66.000   9.000    1.000
9            M1    66.000   9.000    66.000   1.000    1.000
9            M1    66.000   1.000    9.000    1.000    1.000
9            M1    9.000    1.000    9.000    3.000    1.000
8            M1    59.000   6.000    59.000   3.000    1.000
8            M2    59.000   3.000    30.000   3.000    1.000
