# module       x           y           angle  orient

XC5            2.500       2.500       0      R0
XC6            19.260      2.500       0      R0
XR7            37.070      2.500       0      R0
XR8            51.045      2.500       0      R0
XR9            2.500       15.920      0      R0
XR10           15.425      15.920      0      R0
XR25           28.850      15.920      0      R0
XR26           54.990      15.920      0      R0
