# net         layer  x1       y1       x2       y2       width

VDD          M2    6.000    3.000    5.000    3.000    0.050
VDD          M1    14.000   44.000   31.000   44.000   0.050
VDD          M1    31.000   44.000   31.000   28.000   0.050
VDD          M1    58.000   3.000    58.000   34.000   0.050
VDD          M1    71.000   28.000   5.000    28.000   0.050
VDD          M1    58.000   34.000   33.000   34.000   0.050
VDD          M1    33.000   34.000   33.000   28.000   0.050
VDD          M1    31.000   31.000   33.000   31.000   0.050
VDD          M1    5.000    3.000    5.000    28.000   0.050
VDD          M2    54.000   28.000   54.000   34.000   0.050
VDD          M1    30.000   59.000   54.000   59.000   0.050
VDD          M1    54.000   59.000   54.000   34.000   0.050
GND          M2    26.000   19.000   29.000   19.000   0.050
GND          M1    29.000   19.000   37.000   19.000   0.050
16           M2    47.000   3.000    59.000   3.000    1.000
16           M1    38.000   18.000   38.000   19.000   1.000
16           M1    38.000   19.000   47.000   19.000   1.000
16           M2    47.000   3.000    47.000   19.000   1.000
16           M2    20.000   28.000   20.000   18.000   1.000
16           M1    20.000   18.000   38.000   18.000   1.000
16           M1    21.000   9.000    21.000   18.000   1.000
16           M2    37.000   19.000   37.000   18.000   1.000
8            M1    71.000   34.000   71.000   35.000   1.000
8            M2    71.000   35.000   42.000   35.000   1.000
8            M2    42.000   35.000   42.000   3.000    1.000
