# net         layer  x1       y1       x2       y2       width

VDD          M1    84.000   42.000   63.000   42.000   0.050
VDD          M1    63.000   42.000   63.000   38.000   0.050
VDD          M2    84.000   32.000   84.000   42.000   0.050
VDD          M1    144.000  49.000   61.000   49.000   0.050
VDD          M1    84.000   49.000   84.000   42.000   0.050
VDD          M2    6.000    3.000    5.000    3.000    0.050
VDD          M1    30.000   49.000   30.000   24.000   0.050
VDD          M1    49.000   3.000    49.000   24.000   0.050
VDD          M1    49.000   24.000   30.000   24.000   0.050
VDD          M1    5.000    38.000   63.000   38.000   0.050
VDD          M1    5.000    3.000    5.000    38.000   0.050
GND          M2    22.000   24.000   33.000   24.000   0.050
8            M1    144.000  55.000   132.000  55.000   1.000
8            M2    132.000  55.000   132.000  8.000    1.000
8            M2    132.000  8.000    39.000   8.000    1.000
9            M1    84.000   39.000   64.000   39.000   1.000
9            M2    64.000   39.000   16.000   39.000   1.000
9            M2    16.000   39.000   16.000   8.000    1.000
