# net         layer  x1       y1       x2       y2       width

VDD          M1    81.000   39.000   63.000   39.000   0.050
VDD          M1    63.000   39.000   63.000   35.000   0.050
VDD          M1    84.000   32.000   80.000   32.000   0.050
VDD          M1    80.000   32.000   80.000   39.000   0.050
VDD          M1    144.000  49.000   61.000   49.000   0.050
VDD          M1    81.000   49.000   81.000   39.000   0.050
VDD          M1    30.000   49.000   30.000   24.000   0.050
VDD          M1    49.000   3.000    49.000   24.000   0.050
VDD          M1    49.000   24.000   30.000   24.000   0.050
VDD          M1    6.000    35.000   63.000   35.000   0.050
VDD          M1    6.000    3.000    6.000    35.000   0.050
GND          M2    22.000   24.000   33.000   24.000   0.050
8            M1    144.000  55.000   132.000  55.000   1.000
8            M2    132.000  55.000   132.000  8.000    1.000
8            M2    132.000  8.000    44.000   8.000    1.000
8            M1    44.000   8.000    39.000   8.000    1.000
12           M2    121.000  49.000   121.000  59.000   1.000
12           M1    16.000   16.000   37.000   16.000   1.000
12           M1    32.000   8.000    23.000   8.000    1.000
12           M1    23.000   8.000    23.000   16.000   1.000
12           M1    121.000  59.000   37.000   59.000   1.000
12           M2    37.000   59.000   37.000   16.000   1.000
12           M2    6.000    3.000    16.000   3.000    1.000
12           M2    16.000   3.000    16.000   16.000   1.000
12           M1    22.000   24.000   21.000   24.000   1.000
12           M1    21.000   24.000   21.000   16.000   1.000
9            M1    84.000   39.000   82.000   39.000   1.000
9            M2    82.000   39.000   82.000   14.000   1.000
9            M2    82.000   14.000   18.000   14.000   1.000
9            M1    18.000   14.000   15.000   14.000   1.000
9            M1    15.000   14.000   15.000   8.000    1.000
9            M1    15.000   8.000    16.000   8.000    1.000
