# net         layer  x1       y1       x2       y2       width

VDD          M1    84.000   35.000   63.000   35.000   0.050
VDD          M1    63.000   35.000   63.000   33.000   0.050
VDD          M1    67.000   34.000   30.000   34.000   0.050
VDD          M2    84.000   27.000   84.000   35.000   0.050
VDD          M1    144.000  43.000   61.000   43.000   0.050
VDD          M1    84.000   43.000   84.000   35.000   0.050
VDD          M1    30.000   43.000   30.000   34.000   0.050
VDD          M1    5.000    3.000    5.000    33.000   0.050
VDD          M1    5.000    33.000   63.000   33.000   0.050
VDD          M1    57.000   3.000    57.000   34.000   0.050
GND          M1    26.000   19.000   36.000   19.000   0.050
8            M1    144.000  50.000   132.000  50.000   1.000
8            M2    132.000  50.000   41.000   50.000   1.000
8            M2    41.000   50.000   41.000   3.000    1.000
12           M2    121.000  43.000   133.000  43.000   1.000
12           M2    133.000  10.000   133.000  53.000   1.000
12           M1    133.000  53.000   121.000  53.000   1.000
12           M1    20.000   11.000   55.000   11.000   1.000
12           M2    55.000   11.000   121.000  11.000   1.000
12           M1    121.000  11.000   121.000  10.000   1.000
12           M1    41.000   9.000    41.000   11.000   1.000
12           M1    133.000  10.000   121.000  10.000   1.000
12           M2    5.000    3.000    20.000   3.000    1.000
12           M2    20.000   3.000    20.000   11.000   1.000
12           M2    26.000   19.000   26.000   16.000   1.000
12           M1    26.000   16.000   26.000   11.000   1.000
LOI-         M1    90.000   33.000   73.000   33.000   0.050
LOI-         M1    73.000   33.000   73.000   20.000   0.050
LOI-         M2    121.000  53.000   103.000  53.000   0.050
LOI-         M1    103.000  53.000   103.000  44.000   0.050
LOI-         M2    103.000  44.000   90.000   44.000   0.050
LOI-         M2    90.000   44.000   90.000   33.000   0.050
LOI-         M2    36.000   19.000   36.000   20.000   0.050
LOI-         M1    67.000   27.000   67.000   20.000   0.050
LOI-         M2    73.000   20.000   47.000   20.000   0.050
LOI-         M1    56.000   20.000   36.000   20.000   0.050
LOI-         M2    57.000   3.000    42.000   3.000    0.050
LOI-         M2    42.000   3.000    42.000   20.000   0.050
