# net         layer  x1       y1       x2       y2       width

VDD          M2    6.000    3.000    5.000    3.000    0.050
VDD          M1    14.000   44.000   58.000   44.000   0.050
VDD          M1    58.000   3.000    58.000   44.000   0.050
VDD          M1    87.000   35.000   44.000   35.000   0.050
VDD          M1    46.000   44.000   46.000   27.000   0.050
VDD          M1    5.000    3.000    5.000    27.000   0.050
VDD          M1    5.000    27.000   46.000   27.000   0.050
VDD          M1    87.000   31.000   87.000   35.000   0.050
VDD          M2    67.000   28.000   67.000   35.000   0.050
VDD          M1    44.000   44.000   44.000   35.000   0.050
GND          M2    26.000   19.000   29.000   19.000   0.050
GND          M1    29.000   19.000   37.000   19.000   0.050
16           M2    47.000   3.000    59.000   3.000    1.000
16           M1    38.000   18.000   38.000   19.000   1.000
16           M1    38.000   19.000   47.000   19.000   1.000
16           M2    47.000   3.000    47.000   19.000   1.000
16           M1    30.000   31.000   30.000   28.000   1.000
16           M2    30.000   28.000   30.000   18.000   1.000
16           M1    21.000   18.000   38.000   18.000   1.000
16           M1    21.000   9.000    21.000   18.000   1.000
16           M2    37.000   19.000   37.000   18.000   1.000
8            M1    81.000   31.000   81.000   1.000    1.000
8            M1    81.000   1.000    42.000   1.000    1.000
8            M1    42.000   1.000    42.000   3.000    1.000
9            M1    67.000   34.000   59.000   34.000   1.000
9            M2    59.000   34.000   21.000   34.000   1.000
9            M2    21.000   34.000   21.000   3.000    1.000
