# net         layer  x1       y1       x2       y2       width

VDD          M2    6.000    3.000    5.000    3.000    0.050
VDD          M1    58.000   3.000    77.000   3.000    0.050
VDD          M1    135.000  3.000    148.000  3.000    0.050
VDD          M1    77.000   3.000    77.000   19.000   0.050
VDD          M1    135.000  9.000    5.000    9.000    0.050
VDD          M1    77.000   19.000   108.000  19.000   0.050
VDD          M1    108.000  19.000   108.000  9.000    0.050
VDD          M1    5.000    3.000    5.000    9.000    0.050
VDD          M1    135.000  3.000    135.000  9.000    0.050
VDD          M2    131.000  3.000    131.000  9.000    0.050
VDD          M1    107.000  19.000   107.000  9.000    0.050
GND          M2    26.000   19.000   29.000   19.000   0.050
GND          M1    29.000   19.000   37.000   19.000   0.050
12           M1    168.000  29.000   48.000   29.000   1.000
12           M1    48.000   29.000   48.000   10.000   1.000
12           M1    7.000    11.000   48.000   11.000   1.000
12           M2    42.000   9.000    42.000   11.000   1.000
12           M1    6.000    3.000    7.000    3.000    1.000
12           M2    7.000    3.000    7.000    11.000   1.000
12           M1    27.000   19.000   27.000   11.000   1.000
12           M2    168.000  19.000   168.000  29.000   1.000
16           M2    37.000   3.000    37.000   19.000   1.000
16           M2    37.000   19.000   39.000   19.000   1.000
16           M2    97.000   3.000    37.000   3.000    1.000
16           M2    45.000   3.000    45.000   19.000   1.000
16           M1    45.000   19.000   39.000   19.000   1.000
16           M2    21.000   9.000    37.000   9.000    1.000
8            M1    148.000  9.000    147.000  9.000    1.000
8            M2    147.000  9.000    147.000  1.000    1.000
8            M1    147.000  1.000    42.000   1.000    1.000
8            M1    42.000   1.000    42.000   3.000    1.000
